,Text,Date,Mentions,Hashtags,Geolocation
2561,"We’re all on the bleeding edge of covid research in the disorienting space between hypotheses, experiments &amp; tentative results, not to mention presidential misinformation. There is no explanation for its varied prevalance in countries. ",2020-04-17 04:08:50+00:00,,,
2562,"More than 2 million people infected by the pandemic globally | 135,000 deaths Latest updates | #cases per million population https://www.mapsofworld.com/answers/health/what-are-the-key-facts-about-coronavirus/ #coronavirus #Covid_19",2020-04-17 04:08:01+00:00,,#coronavirus #Covid_19,
2563,How a well-designed and executed #BackgroundCheck can reduce negligent #hiring and reduce litigation exposure #jobs #Covid_19 #ContingentWorkforceProgram @CW_Strategies @EricRumbaugh https://bit.ly/2XGEo13,2020-04-17 04:07:52+00:00,@CW_Strategies @EricRumbaugh,#BackgroundCheck #hiring #jobs #Covid_19 #ContingentWorkforceProgram,
2564,Govt has no personal gains in implementing stay at home | to stem the spread of covid it is the only present solution Latest updates | #cases per million population https://www.mapsofworld.com/answers/health/what-are-the-key-facts-about-coronavirus/ #coronavirus #Covid_19,2020-04-17 04:06:19+00:00,,#coronavirus #Covid_19,
2565,Explain why 500 people died in New York city in a day just for Covid 19 while the average for prior years was 150 TOTAL deaths per day.,2020-04-17 04:05:36+00:00,,,
2566,"Mighty big backyard there, Byron...got some room and Wi-Fi extenders back there for a start-up tent and extension cord...?! Kids, pups, and Founders all COVID negative! @throughput_inc @BessemerVP #Give_a_Startup_a_bone",2020-04-17 04:04:42+00:00,@throughput_inc @BessemerVP,#Give_a_Startup_a_bone,
2567,#SocialDistanacing and stay at home will help reduce the spread of #Covid_19 Latest updates | #cases per million population https://www.mapsofworld.com/answers/health/what-are-the-key-facts-about-coronavirus/ #coronavirus,2020-04-17 04:04:07+00:00,,#SocialDistanacing #Covid_19 #coronavirus,
2568,"Context Discriminant Analysis on latest NEWS 2020/04/16 21:01:50 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,virus,virus https://www.sitefocus.com/cif/elaine/cdnews_20200416_210150.html",2020-04-17 04:01:50+00:00,,,
2569,"Complex Event Analysis on latest NEWS: 20200416 2101 PST Top News Focus : (coronavirus,positive), (coronavirus,virus), (coronavirus,covid-19,outbreak) https://www.sitefocus.com/cif/elaine/qanews_20200416_210140.html",2020-04-17 04:01:50+00:00,,,
2570,Why did you delete the tweet? New York city is currently seeing 500 deaths per day from Covid 19 alone even with mitigation efforts while the average in prior years was 150 TOTAL deaths per day. What are you trying to say?,2020-04-17 04:01:12+00:00,,,
2571,How #contingent #workforce #managers can maintain #staff morale while #WFH @CW_Strategies @SIAnalysts #Covid_19 #remotework #teamwork https://bit.ly/3cnIGyy,2020-04-17 04:00:35+00:00,@CW_Strategies @SIAnalysts,#contingent #workforce #managers #staff #WFH #Covid_19 #remotework #teamwork,
2572,Science has been highly political for a long time. One good thing about Covid is that it is revealing the truth to a lot of people in a short time. ,2020-04-17 04:00:32+00:00,,,
2573,Google saw more than 18 million daily malware and phishing emails related to COVID-19 last week http://dlvr.it/RTwXFK,2020-04-17 03:57:02+00:00,,,
2574,"COVID-19 is weird. I'm so feverish and exhausted I can't remember things I told people 10 seconds prior, but I just remembered that its @laughnan's dog's birthday today. So at least I've got the important shit down.",2020-04-17 03:56:55+00:00,@laughnan,,
2575,Grow it till covid vaccine is made,2020-04-17 03:52:34+00:00,,,
2576,Gilead surges after news of early successes of COVID-19 trial ,2020-04-17 03:52:29+00:00,,,
2577,Two weeks and a 70-fold increase: A look into the COVID-19 outbreak in Singapore's foreign worker dormitories http://ftt.nu/u4Cvl,2020-04-17 03:52:22+00:00,,,
2578,COVID-19: US conducts trials of plasma transfusions https://youtu.be/acuqe7o9I3A via @YouTube Good Info related to Plasma Transfusion @ArvindKejriwal @msisodia @drharshvardhan @SatyendarJain Best Of Luck !! Delhi Govt,2020-04-17 03:44:07+00:00,@YouTube @ArvindKejriwal @msisodia @drharshvardhan @SatyendarJain,,
2579,India's Smart Cities Get Primed To Fight Covid-19 With Tech Innovations - Inc42 Media https://bit.ly/2VtJqLy,2020-04-17 03:42:06+00:00,,,
2580,Ask the White House if this is Covid-20 version of the virus,2020-04-17 03:41:14+00:00,,,
2581,"An inspiring story, indeed. Thank you for going above and beyond to provide medical equipment to hospitals across the nation, @034Motorsport! Your team’s tireless efforts make an immediate difference in slowing the spread of COVID-19. #FremontStrong",2020-04-17 03:39:53+00:00,@034Motorsport,#FremontStrong,
2582,"And this, my friends, is exponential growth. #Covid_19 #coronavirus https://twitter.com/ryanstruyk/status/1250986580296245248",2020-04-17 03:37:56+00:00,,#Covid_19 #coronavirus,
2583,Report: Covid-19 patients recovering quickly after getting experimental drug remdesivir; Promising! ,2020-04-17 03:34:54+00:00,,,
2584,The devices Elon sent are sitting in a pile in a corner. Otherwise they'd be spraying Covid-infected air into hospital rooms!,2020-04-17 03:33:45+00:00,,,
2585,"Google got Bipap. You can buy them from multiple distributors for a few hundred dollars. In addition to being generally available, they need to be modified to be useful for Covid: ",2020-04-17 03:33:20+00:00,,,
2586,"Many of our parish choirs have not been able to gather and sing during our streaming during the COVID-19 pandemic, so Holy Family Parish did a virtual choir on Easter Sunday - https://youtu.be/E_lqM_rndzk",2020-04-17 03:32:08+00:00,,,
2587,Stranded in India - This Week in Travel 262 - Amateur Traveler https://buff.ly/3etgEUk #travel #covid-19 ,2020-04-17 03:30:12+00:00,,#travel #covid,
2588,Oprah's Doctors are showing what hacks they really are. @DrOz and @DrPhil dun lost their minds. #Covid_19,2020-04-17 03:27:43+00:00,@DrOz @DrPhil,#Covid_19,
2589,Zoom conference with the homies. #StayHome #Covid_19,2020-04-17 03:25:15+00:00,,#StayHome #StayHome #Covid_19,
2590,"With gamers staying home, virtual reality arcades around the world have turned over their powerful computers to a project aimed at helping researchers develop Covid-19 therapies. ",2020-04-17 03:24:43+00:00,,,
2591,"@cnbc reports Boeing bringing 27% back to work with restrictions so they can build planes. Dumb question, how many years 'til there'll be a market for new planes after COVID-19, and don't they have a huge backlog of 737 MAX?",2020-04-17 03:24:07+00:00,@CNBC,,
2592,"Affected by COVID-19 Outbreak, China's Q1 2020 GDP Shrank by 6.8% YoY. #COVID19 #China https://en.pingwest.com/w/6421",2020-04-17 03:22:19+00:00,,#COVID19 #China,
2593,Yes New York is a bit dirty. Americans are over weight. Heart disease is the leading killer of people in the United States. I’m sure that with covid-19 makes for a dangerous combination. Americans should get healthier first.,2020-04-17 03:21:52+00:00,,,
2594,"Verizon buying videoconferencing company BlueJeans for reported $400M The company said the acquisition is a direct response to the COVID-19 pandemic, which is forcing businesses around the world to embrace working from home. https://www.lightreading.com/5g/verizon-buying-videoconferencing-company-bluejeans-for-reported-$400m/d/d-id/758942?",2020-04-17 03:20:21+00:00,,,
2595,"If you're thinking ""Wow, the CDC reports only half as many deaths!"" please note: ""Provisional counts reported here track approximately 1–2 weeks behind other published data sources on the number of COVID-19 deaths in the U.S.""",2020-04-17 03:19:21+00:00,,,
2596,"""In the middle of April more people are dying of covid-19 every three days than died of Ebola in west Africa over three years."" ",2020-04-17 03:15:23+00:00,,,
2597,"There is no evidence that COVID-19 is spreading through mail or parcels, according to the World Health Organization and U.S. Centers for Disease Control and Prevention. ",2020-04-17 03:15:04+00:00,,,
2598,"22% of deaths from COVID-19 in the US are under age 65. Bear in mind, deaths come an average of 18 days after symptoms, so, all things equal, we are due ballpark 50-100,000 more deaths just from people whose cases were reported the past 2-3 weeks. ",2020-04-17 03:14:15+00:00,,,
2599,"TL,DR; Places that control #Covid_19 with aggressive #Quarantine and #StayAtHome will have a better #EconomyCrisis #recovery than places that don't. In the end, the virus and fear of catching it will outcompete the capacity to work.",2020-04-17 03:14:01+00:00,,#Covid_19 #Quarantine #StayAtHome #StayAtHome #EconomyCrisis #recovery,
2600,Florida blocks COVID-19 information from public as Gov. Ron DeSantis touts transparency https://www.miamiherald.com/news/coronavirus/article242050696.html No MMWR data is in the public domain. I smell litigation.,2020-04-17 03:10:29+00:00,,,
2601,"We're not having 3 simultaneous pandemics with SARS,MERS and Covid. The first two have been eradicated. For hospital patients who typically have lower respiratory symptoms, CT shows high sensitivity. I have a feeling ACR recommendation was influenced by other considerations",2020-04-17 03:10:13+00:00,,,
2602,Florida blocks COVID-19 information from public as Gov. Ron DeSantis touts transparency https://www.miamiherald.com/news/coronavirus/article242050696.html,2020-04-17 03:08:51+00:00,,,
2603,"COVID-19 is a crisis, but other serious issues shouldn't be ignored. If you have trouble breathing, chest pain, trauma or any health emergency, don’t wait. Call 911 or go to the nearest emergency room. And remember, Washington Hospital is always here for the community. #WHcares",2020-04-17 03:07:26+00:00,,#WHcares,
2604,Navy identifies Fort Smith sailor who died of COVID-19 http://www.wtsp.com/mobile/article/news/health/coronavirus/fort-smith-sailor-coronavirus/527-b529c06b-c647-4262-b8c3-291c7cd464c6 via @10TampaBay,2020-04-17 03:07:22+00:00,@10TampaBay,,
2605,"Another objection is that CT scans cannot easily distinguish between Covid-19, SARS, MERS, and other viral pneumonias, including from influenza. “They’re not specific enough,” said Sanjat Kanjilal of Mass General. What?",2020-04-17 03:07:03+00:00,,,
2606,actually no. china may have lied but us spies were aware of covid ever since november. donald trump was the one who dismissed it and continued holding rallies and campaigns even after there were confirmed cases in the united states. he doesnt give a rats ass about this pandemic,2020-04-17 03:06:10+00:00,,,
2607,Maybe you should’ve also mentioned that Gilead is donating 1.5 million doses to treat COVID-19 patients free of charge?,2020-04-17 03:05:27+00:00,,,
2608,"So, we're gonna re-learn all the same things the chinese doctors learned, in the exact same order, at the same pace, 3 months late. Read this in context of ACR's position on using CT to screen for Covid. Were billing considerations a part of this? https://www.acr.org/Advocacy-and-Economics/ACR-Position-Statements/Recommendations-for-Chest-Radiography-and-CT-for-Suspected-COVID19-Infection",2020-04-17 03:04:19+00:00,,,
2609,Report: COVID-19 patients are responding quickly to experimental drug remdesivir ,2020-04-17 03:04:02+00:00,,,
2610,5 champion communicators in the COVID-19 era http://dlvr.it/RTwQ5k,2020-04-17 03:02:06+00:00,,,
2611,"Context Discriminant Analysis on latest NEWS 2020/04/16 20:01:53 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,virus,virus https://www.sitefocus.com/cif/elaine/cdnews_20200416_200153.html",2020-04-17 03:01:53+00:00,,,
2612,#IGTV at 8pm I’ll be on #IGLIVE For #ThottyThotThursday #funnyrobbierob #comedy #talk #chats #rona #shelterinplace #covid-19 #brandambassador https://www.instagram.com/p/B_EO8AhpMBB/?igshid=117xdjxxun1xi,2020-04-17 03:01:37+00:00,,#IGTV #IGLIVE #ThottyThotThursday #funnyrobbierob #comedy #talk #chats #rona #shelterinplace #covid #brandambassador,
2613,Can’t wait when COVID cases rise in that county/state lmao ,2020-04-17 03:00:16+00:00,,,
2614,Why no one mentions this Covid possible solution. Pls watch. ,2020-04-17 03:00:10+00:00,,,
2615, COVID-19 And Older Adults: What We Know. 2020. J Am Geriatr Soc. https://www.ncbi.nlm.nih.gov/m/pubmed/255507/ #science #research,2020-04-17 03:00:09+00:00,,#science #research,
2616,Mr. Stephanopoulos may you & your wonderful wifebe well. for family. Pls watch this video. Have you seen it? Possible solution for Covid. https://www.youtube.com/watch?v=Rzu1AJRZJEI why has no one mentioned this? ,2020-04-17 02:58:05+00:00,,,
2617,"I am definitely going to keep up the breathing exercise he showed! Covid-19 doesn’t discriminate as to whom it infects. This is good, solid advice from the good doctor. Dr Bayuk Breathe Video 2020 https://youtu.be/kc1q7ArM5uo via @YouTube",2020-04-17 02:57:18+00:00,@YouTube,,
2618,Sunset on day 33 of COVID-19 lockdown. – at Stanford University,2020-04-17 02:53:40+00:00,,,
2619,"“You see, Covid-19 &amp; HIV are not the same because one you can get by being within 6 ft of somebody and the other you have to physically unzip your pants, take out your dick, and stick it in folks, Laura!” ",2020-04-17 02:51:27+00:00,,,
2620,I think I may have reversed all current and future COVID symptoms around me because I laughed so hard at this. ,2020-04-17 02:49:06+00:00,,,
2621,For future grandbabies. I love you mom. #Covid_19 #fuckcovid_19,2020-04-17 02:47:59+00:00,,#Covid_19 #fuckcovid_19,
2622,Sign & Share our petition urging Gov Newsom to ban Live Animal Food Markets in #California! We have the data. We have the insight. It's time to act &amp; close these markets. Forever. #CoronavirusPandemic #coronavirus #COVID19 #Covid_19,2020-04-17 02:45:13+00:00,,#California #CoronavirusPandemic #coronavirus #COVID19 #Covid_19,
2623,"I’m older than 44, and I have 3 kids who are under 18. So all we would need for this plan to work is another house for the boys to live in while they get intentionally sick with COVID without infecting us older people. Brilliant plan.",2020-04-17 02:42:53+00:00,,,
2624,Viral Shedding and transmissiblity of Covid-19 https://www.nature.com/articles/s41591-020-0869-5.pdf,2020-04-17 02:39:41+00:00,,,
2625,"Evading accountability is what they’re always after. That’s how they keep on dismantling this country’s institutions. This needs to stop, and this start by not falling for conspiracy theories such as “COVID-19 escaped from a lab”.",2020-04-17 02:34:47+00:00,,,
2626,"So the prior explanation that COVID-19 jumped from another species approaches 100% with the passage of time. Therefore, the evidence that COVID-19 originated from a lab must be ridiculously good to supersede it.",2020-04-17 02:34:47+00:00,,,
2627,"Now, Bayes’ theorem tells us exactly how much evidence should be brought to bear to “update” this prior knowledge, such as ruling it out in favor of an alternative explanation, such as COVID-19 escaping from a lab.",2020-04-17 02:34:46+00:00,,,
2628,So the prior knowledge is that something like the COVID-19 pandemic has been imminent for years.,2020-04-17 02:34:46+00:00,,,
2629,Bayesian thinking makes you start from prior knowledge. What’s our prior knowledge w.r.t. COVID-19?,2020-04-17 02:34:45+00:00,,,
2630,"To those who have a propensity to believe COVID-19 originated in lab, time for some Bayesian reasoning. Thread ",2020-04-17 02:34:45+00:00,,,
2631,"@CDCgov @CDCDirector is this true? #Coronavirus #HealthcareHeroes Guidelines from the Centers for Disease Control and Prevention don’t require N95 masks for COVID-19 caregivers, but many hospitals are opting for the added protection because the ... ",2020-04-17 02:31:46+00:00,@CDCgov @CDCDirector,#Coronavirus #HealthcareHeroes,
2632,"Dunno about the limits of neoliberalism, but I'd love to listen to a lecture on Covid-19 from a feminist economics perspective.",2020-04-17 02:30:20+00:00,,,
2633,She really needs to be sued. She's a media Typhoid Mary spreading disinformation that will help Covid-19 spread.,2020-04-17 02:29:29+00:00,,,
2634,"Seriously @nbcbayarea , the new Covid cutaway music you're using on the news is setting my teeth on edge; like a Christmas Carol gone terribly wrong.",2020-04-17 02:29:21+00:00,@nbcbayarea,,
2635,"COVID times call for COVID measures. We are extremely proud to announce our new IG takeover series “A Day in Quarantine” with our inaugural guest @theonitis ! A #girldad, husband, #creative, #curator based in… https://www.instagram.com/p/B_ELNjblWvd/?igshid=1y2fy4t6pn88d",2020-04-17 02:29:04+00:00,@theonitis,#girldad #creative #curator,
2636,⁦@realDonaldTrump⁩ can’t understand that state lines don’t block Covid-19 from entering. This wish list for opening too soon is going to make it worse Trump unveils three-stage process for states to end coronavirus shutdown | Article [AMP] | Reuters ,2020-04-17 02:27:35+00:00,@realDonaldTrump,,
2637,Total mortality graphs for New York. So consistent over multiple years and spiking this year. Needs to be reconciled with additional covid mortality this year. ,2020-04-17 02:25:17+00:00,,,
2638,The leader of the free world breaks down COVID-19 infection rates for us in laymen’s terms and their implications. ,2020-04-17 02:24:41+00:00,,,
2639,"Now I: - Workout at a gym (present COVID timeline not counted) - Dye my hair red - Stand in the bathroom to take photos LIKE AN ADULT - Use VSCO Cam and pretend it's just 'fade' So really, a lot has changed.",2020-04-17 02:23:28+00:00,,,
2640,"These machines are not hard to find, nor are they useful. In fact, they are dangerous when used with Covid since they do not have filtered exhaust and can push virus particles from the patient into the air.",2020-04-17 02:21:37+00:00,,,
2641,"RT tssmn ""RT ctsnetorg: CTSNet invites you to participate in the COVID-19 Message Board to offer advice, insights, algorithms, and technical tips, and to pose questions for the cardiothoracic community regarding COVID-19. http://bit.ly/3aZbtbZ""",2020-04-17 02:21:27+00:00,,,
2642,"RT tssmn ""RT ctsnetorg: eeping Your Family and Home Safe During COVID-19 https://bit.ly/2Vzz64H #tssmn #COVID19 maraantonoff """,2020-04-17 02:21:25+00:00,,#tssmn #COVID19,
2643,"Defying Lockdown Order, Hundreds Attend Temple Festival in Karnataka Covid-19 Hotspot Kalaburagi ",2020-04-17 02:17:15+00:00,,,
2644,Maybe when I go on a flight or to a movie the person behind me won’t cough on the back of my chair and head after this Covid thing is over.,2020-04-17 02:15:47+00:00,,,
2645,This is what I imagine covid-19 looks under a microscope,2020-04-17 02:14:20+00:00,,,
2646,Demo - Check Company Website for latest COVID 19 related travel restrictions. Demo Message,2020-04-17 02:11:47+00:00,,,
2647," Researched &amp; developed well before the arrival of COVID-19, this essay is timely. Although it offers no actionable recommendations for this coming November, the paper raises several points worthy of discussion about the role and impact of Vote-by-Mail",2020-04-17 02:07:49+00:00,,,
2648,"By 2nd May 2020, India will have officially 50,000 Covid-19 confirmed cases.",2020-04-17 02:06:17+00:00,,,
2649,"Help us reach our goal of 10,000 donations by redeeming the Good360 reward & sharing it w/your friends Once met, Miles, together with Good360, will donate $10K worth of supplies for COVID-19 relief such as N95 masks &amp; Personal Protective Equipment to help those who are in need. ",2020-04-17 02:06:06+00:00,,,
2650,"There are authorized tests. But Ryan is correct. If you test negative, great. But that information isn’t actionable. You can still get Covid-19 and then spread it.",2020-04-17 02:06:03+00:00,,,
2651,Gavin Newsom kept your ass off the frontlines by his early action. If only we had a President interested in doing the same! Take a look at the county's covid count since you don't believe it. https://www.arcgis.com/apps/opsdashboard/index.html#/96feda77f12f46638b984fcb1d17bd24,2020-04-17 02:05:39+00:00,,,
2652,"They are literally lying about the number of ""COVID-19 deaths."" #DrainTheSwamp #DefundWHO #defundcdc #FireFauci #FireBirx #billgatesbegone #falsealarm #COVID1984 #Coronavirustruth",2020-04-17 02:04:53+00:00,,#DrainTheSwamp #DefundWHO #defundcdc #FireFauci #FireBirx #billgatesbegone #falsealarm #COVID1984 #Coronavirustruth,
2653,"Anybody else notice that as soon as it came out that African-Americans are dying at a disproportionate rate due to Covid that the famous, powerful voices on the right got a lot more cavalier about people dying to save the economy? ",2020-04-17 02:04:11+00:00,,,
2654," New Podcast! ""Coronavirus Conspiracy?"" on @Spreaker #coronavirus #coronawillendsoon #covid_19 #soloant",2020-04-17 02:03:33+00:00,@spreaker,#coronavirus #coronawillendsoon #covid_19 #soloant,
2655,"Context Discriminant Analysis on latest NEWS 2020/04/16 19:01:58 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200416_190158.html",2020-04-17 02:01:58+00:00,,,
2656,“Explore the latest COVID-19 Resources and News for Resilience Professionals” ,2020-04-17 02:01:00+00:00,,,
2657,"Well-organized far-right movements aren’t just lending a hand during the current COVID-19 crisis, but taking advantage of the occasion as a branding and public relations opportunity. #RadicalRight #COVIDー19",2020-04-17 02:00:00+00:00,,#RadicalRight #COVID,
2658,He deserves a dose of covid-19 especially in his condition. Let’s see if he changes his mind then,2020-04-17 01:55:28+00:00,,,
2659,Mark Cuban on reopening economy: Biggest challenge right now is asymptomatic carriers of COVID-19 https://fxn.ws/2RHbURa #FoxNews,2020-04-17 01:54:10+00:00,,#FoxNews,
2660,Remdesivir continues to show potential to become the first FDA-approved treatment for COVID-19. #science,2020-04-17 01:52:34+00:00,,#science,
2661,COVID-19 got us lookin like Mortal Kombat characters,2020-04-17 01:52:16+00:00,,,
2662,"People are stupid if they actually think drinking alcohol is gonna cleanse the body from the inside. It actually makes you more susceptible to catching COVID, lmfao. I hate this world of idiots that we live in.",2020-04-17 01:48:14+00:00,,,
2663,Covid with a side of chlamydia.,2020-04-17 01:44:58+00:00,,,
2664,"Remdesivir *appears* to be showing large positive effect size in treatment of severe COVID-19. That said, this is preliminary info from a trial that has not yet completed, and that lacks a control group given the situation. So take with grain of salt. https://www.statnews.com/2020/04/16/early-peek-at-data-on-gilead-coronavirus-drug-suggests-patients-are-responding-to-treatment/",2020-04-17 01:32:27+00:00,,,
2665,Does the King of the COVID-19 Contrarians Have a Case? https://www.vanityfair.com/news/2020/04/does-the-king-of-the-covid-19-contrarians-have-a-case?utm_source=twitter&amp;utm_medium=social&amp;utm_campaign=onsite-share&amp;utm_brand=vanity-fair&amp;utm_social-type=earned via @VanityFair,2020-04-17 01:30:48+00:00,@VanityFair,,
2666,This symptom means you're 10x more likely to have coronavirus COVID-19 ,2020-04-17 01:29:47+00:00,,,
2667,Governor. Gavin Newsom signed an executive order today that will allow for supplemental paid sick leave for food service workers across California that have been impacted by COVID-19. Check Here for Updates and Resources #Redwoodcity,2020-04-17 01:29:39+00:00,,#Redwoodcity,
2668,"Wyoming reports its 2nd death from covid-19 today. Increasing DEATH count is ""successful""??? ",2020-04-17 01:25:43+00:00,,,
2669,COVID-19 and the resulting Shelter-In-Place Order shutdowns on construction projects have trigger a number of important contractual issues and actions that owners and contractors should consider: https://buff.ly/2K9tx7N,2020-04-17 01:22:04+00:00,,,
2670,"Not everything is about racism. COVID-19 is impacting the world all races, religions, Sexes, etc are impacted. Please do not make this about race. It is a world problem that needs a complete world team to resolve it.",2020-04-17 01:19:49+00:00,,,
2671,"if I die from covid, I'm going to become a ghost and haunt the coworkers that ruined my life this past year",2020-04-17 01:18:53+00:00,,,
2672,"We’re updating our COVID-19 Community Mobility Reports thanks to feedback from public health officials. Starting today, you can download the insights in machine readable CSV format. http://google.com/covid19/mobility",2020-04-17 01:18:12+00:00,,,
2673,"Anywhere you are in the world, join us online as we stay relevant in our careers and business during COVID-19 through the power of networking. Register for now for The Mentoring Matters Talk with Shawn Flynn on April 23, 2020, 6:30pm-9:00pm PDT. http://ow.ly/4Ada50zbvln",2020-04-17 01:15:07+00:00,,,
2674,An international team of researchers used human mobility data supplied by Baidu to elucidate the role of COVID-19 transmission in Chinese cities. They found that the measures mitigated the spread of COVID-19. https://venturebeat.com/2020/04/16/mits-ai-suggests-that-social-distancing-works/ via @VentureBeat,2020-04-17 01:14:52+00:00,@VentureBeat,,
2675,"Rihanna sent her dad a ventilator when he was diagnosed with COVID-19, but breathing machines are highly technical and need medics to operate them ",2020-04-17 01:14:42+00:00,,,
2676,"Trump is the commander in chief and I have to say the war on Covid is going horrible with 632k casualties and 31k killed in action. If you want to see what a real captain looks like be grateful to Captain Crozier, a real hero Trump had fired: https://www.facebook.com/1093930141/videos/10216506735516262/",2020-04-17 01:12:09+00:00,,,
2677,"Sumo Logic #CSO, @GeorgeGerchow, talks about COVID-19 and what we can be learning from each other right now. https://bit.ly/34FzGSS #CISO #Cybersecurity #WFH",2020-04-17 01:12:00+00:00,@georgegerchow,#CSO #CISO #Cybersecurity #WFH,
2678,"Prayers for my dad , hopefully he’s okay he’s getting the covid-19 test at the moment. My heart hurts cause He lives in TJ and I’m in San Jose ",2020-04-17 01:11:57+00:00,,,
2679,Residents financially impacted by COVID-19 are now eligible for a 25% discount on their electric bills. Those wishing to help others in need can also donate to the Help Your Neighbor program. More info can be found at https://www.siliconvalleypower.com/Home/Components/News/News/40189/6271?and=community%2cannouncements,2020-04-17 01:10:13+00:00,,,
2680,@ChrisCuomo My sister was sick with the flu in December. We live in Santa Clara County in California. She describes all the Covid-19 symptoms you have. Two hospital visits they told her it was the flu and a week later it turn into pneumonia. She thought she was going to die.,2020-04-17 01:10:06+00:00,@ChrisCuomo,,
2681,"Everytime I read something hopeful with COVID treatment, almost EVERY SINGLE TIME it comes with the caveat: no control group. WHY!? Why not have a control group?? UGHHH!!",2020-04-17 01:03:19+00:00,,,
2682,"Context Discriminant Analysis on latest NEWS 2020/04/16 18:02:01 PST Top level Topics -coronavirus,coronavirus,covid-19,covid-19,health,health https://www.sitefocus.com/cif/elaine/cdnews_20200416_180201.html",2020-04-17 01:02:01+00:00,,,
2683,"Complex Event Analysis on latest NEWS: 20200416 1801 PST Top News Focus : (coronavirus,covid-19,health), (coronavirus,health,trump), (coronavirus,global,health) https://www.sitefocus.com/cif/elaine/qanews_20200416_180148.html",2020-04-17 01:02:00+00:00,,,
2684,"Join us on @cairGLA's Facebook page on Saturday, April 18 at 6:00pm to address the new challenges parents are facing lives with homeschooling children, providing attention, and entertainment to children as well as the increased workload parents are facing at home during COVID-19. ",2020-04-17 01:00:15+00:00,@cairGLA,,
2685,Tools to Help Your Small Business Through COVID-19 by @timmyb1976 http://ow.ly/iYOe50zgnjV #SmallBusiness,2020-04-17 01:00:13+00:00,@timmyb1976,#SmallBusiness,
2686,@Ford working hard to make a difference in Covid-19 related needs. ,2020-04-17 00:57:23+00:00,@Ford,,
2687,"Being infected with a common respiratory virus or bacteria doesn't rule out a co-infection with COVID-19, according to the findings of new study by James Quinn and David Kim of @StanfordEMED and Stanford clinical virologist Benjamin Pinsky.",2020-04-17 00:57:07+00:00,@StanfordEMED,,
2688,"Not COVID related as such, but with smaller AMZN trucks and what seems like more of a hub and spoke approach to distribution, are dock doors LESS valuable?",2020-04-17 00:56:25+00:00,,,
2689,Completely agree--these sacrifices have *been* happening. People notice them now because of COVID-19 but they've been impacting families for generations,2020-04-17 00:56:14+00:00,,,
2690,"Oh no. And our highways suffer along the route... All that is needed is to widen I-15 to Nevada border from San Bernardino or Victorville to 4 lanes. After COVID Stay at Home ends, widened highway15 will pay for itself from users gas taxes, including SB1. HSR--what a waste.",2020-04-17 00:52:53+00:00,,,
2691,"Given the profound economic cost of the virus (measures in trillions), it likely would just make sense to socialize the cost. Ventilators seem risky / damaging the way they are configured to deal with COVID-19.",2020-04-17 00:51:32+00:00,,,
2692,"I am not a fan of Zuch but we need to use every resource to fight Trump and #Covid. Hopefully, his foundation is working to fund research for a vaccine and funding PPE for healthcare workers. We need everyone working together.",2020-04-17 00:50:41+00:00,,#Covid,
2693,#COVID_19 my new job is filing unemployment in my penis mask #Zoe #zoezane HA HA HA,2020-04-17 00:49:41+00:00,,#COVID_19 #Zoe #zoezane,
2694,"The latest COVID-19 Update is now available. The update includes information on @SantaClaraPower Electric relief program to help residents impacted by COVID-19 with their electric bills. Plus, learn how you can Help Your Neighbor pay their utility bills. https://www.santaclaraca.gov/i-want-to/stay-informed/newsroom/coronavirus-updates/city-update-summary",2020-04-17 00:49:12+00:00,@SantaClaraPower,,
2695,So the private labs aren't testing because testing for Covid-19 is not as profitable as running other tests...,2020-04-17 00:45:15+00:00,,,
2696,"In the last 2 days our @boxoutCOVID19 &amp; @vcs in conjunction with “Cover For Covid” have donated 5,000 masks/gloves &amp; over 100 Face Shields. Humbled by everyone. @ThompsonScribe @EthanRKassel @JensenPhil @DarrenSabedra @VCHSAthletics @WCALSports @can2009 @KTVU @KPIXtv @KHNews",2020-04-17 00:43:21+00:00,@boxoutCOVID19 @vcs @ThompsonScribe @EthanRKassel @JensenPhil @DarrenSabedra @VCHSAthletics @WCALSports @can2009 @KTVU @KPIXtv @KHNews,,
2697,COVID-19 Changes Part 1 Genetic Research ,2020-04-17 00:41:02+00:00,,,
2698,"1) Among coronavirus truthers/Trump supporters, seems like few (none?) are actively criticizing the president for either his part in calling for lockdowns or getting ""duped"" by medical experts. 2) Flu numbers and covid numbers measure different things https://mailchi.mp/thebulwark/this-is-how-you-explain-that-covid-19-is-not-the-flu",2020-04-17 00:39:38+00:00,,,
2699,"How are Midpeninsula residents and workers coping with the COVID-19 threat disrupting our lives? With resourcefulness, determination and kindness, as captured in our new online photo essay. @itsmagalig will be updating it with new images every week. https://www.mv-voice.com/news_features/photos-from-life-under-the-coronavirus/",2020-04-17 00:39:05+00:00,@itsmagalig,,
2700,"These are difficult days for everyone, but at Eastside we're doing our best to support our students and our community. See our response to COVID-19 here: https://www.eastside.org/_about/covid19.html",2020-04-17 00:36:44+00:00,,,
